name,category,x,y,address,place_url
ok잔치국수,음식점,128.9069903,35.95124979,경북 영천시 금호읍 금호로 510,http://place.map.kakao.com/209368767
국시사랑,음식점,128.9055237,35.94993679,경북 영천시 금호읍 금호로 487,http://place.map.kakao.com/19984194
맛자랑식당,음식점,128.9060559,35.9805174,경북 영천시 장수로 259,http://place.map.kakao.com/970868487
보현각,음식점,128.908211,36.07982834,경북 영천시 화남면 천문로 1872,http://place.map.kakao.com/736760270
이가옥,음식점,128.9082906,36.07705899,경북 영천시 화남면 내지길 4,http://place.map.kakao.com/535531994
화남대천식당,음식점,128.9087401,36.08073089,경북 영천시 화남면 천문로 1884,http://place.map.kakao.com/1191802950
새부천성,음식점,128.9098736,36.08371968,경북 영천시 화남면 천문로 1918,http://place.map.kakao.com/2079325243
천리향텍사스바비큐,음식점,128.9099259,35.9555256,경북 영천시 최무선로 52,http://place.map.kakao.com/1249308175
영천영대병원 구내식당,음식점,128.9131455,35.95731882,경북 영천시 오수1길 10,http://place.map.kakao.com/16900893
신화숯불가든,음식점,128.9133855,35.95862967,경북 영천시 오수2길 6,http://place.map.kakao.com/9183736
